"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
train_commpart,quality_indicators,"Carer Training",radio,"<div class=""rich-text-field-label""><h5><span style=""background-color: #fbeeb8;"">Quality Indicator 6:</span></h5> <p>Was communication partner training provided to the primary communication partner of the patient?</p></div>","1, Yes | 2, No | 9, Unknown | 98, Communication partner training offered and declined | 99, Not applicable - no primary communication partner",,,,,,,,,,,,
train_commpart_history,quality_indicators,,descriptive,"<p><em>Quality Indicator 6 completion status:</em></p> <p><em>Inpatient Acute: <span style=""color: #e03e2d;"">[inpatient_acute_arm_1][train_commpart]</span></em></p> <p><em>Inpatient Rehab/Subacute: <span style=""color: #e03e2d;"">[inpatient_rehabsub_arm_1][train_commpart]</span></em></p>",,,,,,,,,,,,,
train_commpart_date,quality_indicators,,text,"Date completed",,DD-MM-YYYY,date_dmy,,,,[train_commpart]='1',,,,,," @HIDEBUTTON"
train_commpart_nc,quality_indicators,,checkbox,"Reason not completed?","1, Patient factors | 2, Service factors | 3, Previously completed","Select all that apply",,,,,[train_commpart]='2',,,,,," @NONEOFTHEABOVE='3'"
train_commpart_nc_ptfact,quality_indicators,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {train_commpart_nc_ptfact2}","Select all that apply",,,,,[train_commpart_nc(1)]='1',,,,,,
train_commpart_nc_ptfact2,quality_indicators,,text,"If other, please specify",,,,,,,[train_commpart_nc_ptfact(8)]='1',,,,,,
train_commpart_nc_svfact,quality_indicators,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {train_commpart_nc_svfact2}","Select all that apply",,,,,[train_commpart_nc(2)]='1',,,,,,
train_commpart_nc_svfact2,quality_indicators,,text,"If other, please specify",,,,,,,[train_commpart_nc_svfact(8)]='1',,,,,,
staff_train,quality_indicators,"Staff Training",radio,"<div class=""rich-text-field-label""><h5><span style=""background-color: #fbeeb8;"">Quality Indicator</span><span style=""background-color: #fbeeb8;""> 7:</span></h5> <p>Were individualised recommendations for communicating with the patient provided to the treating team?</p></div>","1, Yes | 2, No | 9, Unknown | 98, Communication recommendations offered and declined | 99, Not applicable - communication recommendations not required","Treating team includes nursing, medical and allied health staff involved in care and treatment of the patient",,,,,,,,,,," @NONEOFTHEABOVE='99'"
staff_train_history,quality_indicators,,descriptive,"<p><em>Quality Indicator 7 completion status:</em></p> <p><em>Inpatient Acute: <span style=""color: #e03e2d;"">[inpatient_acute_arm_1][staff_train]</span></em></p> <p><em>Inpatient Rehab/Subacute: <span style=""color: #e03e2d;"">[inpatient_rehabsub_arm_1][staff_train]</span></em></p>",,,,,,,,,,,,,
staff_train_date,quality_indicators,,text,"Date completed",,DD-MM-YYYY,date_dmy,,,,[staff_train]='1',,,,,," @HIDEBUTTON"
staff_train_nc,quality_indicators,,checkbox,"Reason not completed?","1, Patient factors | 2, Service factors | 3, Previously completed","Select all that apply",,,,,[staff_train]='2',,,,,," @NONEOFTHEABOVE='3'"
staff_train_nc_ptfact,quality_indicators,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {staff_train_nc_ptfact2}","Select all that apply",,,,,[staff_train_nc(1)]='1',,,,,,
staff_train_nc_ptfact2,quality_indicators,,text,"If other, please specify",,,,,,,[staff_train_nc_ptfact(8)]='1',,,,,,
staff_train_nc_svfact,quality_indicators,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {staff_train_nc_svfact2}","Select all that apply",,,,,[staff_train_nc(2)]='1',,,,,,
staff_train_nc_svfact2,quality_indicators,,text,"If other, please specify",,,,,,,[staff_train_nc_svfact(8)]='1',,,,,,
goal_set,quality_indicators,"Goal Setting",radio,"<div class=""rich-text-field-label""><h5><span style=""background-color: #fbeeb8;"">Quality Indicator 8:</span></h5> <p>Was goal setting undertaken?</p></div>","1, Yes | 2, No | 9, Unknown | 99, Goal setting is offered and declined",,,,,,,,,,,,
goal_set_history,quality_indicators,,descriptive,"<p><em>Quality Indicator 8 completion status:</em></p> <p><em>Inpatient Acute: <span style=""color: #e03e2d;"">[inpatient_acute_arm_1][goal_set]</span></em></p> <p><em>Inpatient Rehab/Subacute: <span style=""color: #e03e2d;"">[inpatient_rehabsub_arm_1][goal_set]</span></em></p>",,,,,,,,,,,,,
goal_set_date,quality_indicators,,text,"Date completed",,DD-MM-YYYY,date_dmy,,,,[goal_set]='1',,,,,," @HIDEBUTTON"
goal_set_pt,quality_indicators,,radio,"Was the patient involved in goal setting? ","1, Yes | 2, No | 9, Unknown",,,,,,[goal_set]='1',,,,,,
goal_set_pt_ex,quality_indicators,,checkbox,"Why was the patient not involved?","1, Patient is offered and declines goal setting | 8, Other {goal_set_pt_ex2}","Select all that apply",,,,,[goal_set_pt]='2',,,,,,
goal_set_pt_ex2,quality_indicators,,text,"If other, please specify",,,,,,,[goal_set_pt_ex(8)]='1',,,,,,
goal_set_sigoth,quality_indicators,,radio,"Were significant others involved in goal setting? ","1, Yes | 2, No | 9, Unknown",,,,,,[goal_set]='1',,,,,,
goal_set_so_ex,quality_indicators,,checkbox,"Why was the significant other not involved?","1, Patient is offered and declines goal setting | 2, No significant other | 3, Significant other is offered and declines goal setting | 4, Patient does not want significant other involved in goal setting | 8, Other {goal_set_so_ex2}","Select all that apply",,,,,[goal_set_sigoth]='2',,,,,,
goal_set_so_ex2,quality_indicators,,text,"If other, please specify",,,,,,,[goal_set_so_ex(8)]='1',,,,,,
goal_set_comp,quality_indicators,,radio,"Were goals set? ","1, Yes | 2, No | 9, Unknown",,,,,,[goal_set]='1',,,,,,
goal_set_nc,quality_indicators,,checkbox,"Reason not completed?","1, Patient factors | 2, Service factors | 3, Previously completed","Select all that apply",,,,,[goal_set]='2',,,,,," @NONEOFTHEABOVE='3'"
goal_set_nc_ptfact,quality_indicators,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {goal_set_nc_ptfact2}","Select all that apply",,,,,[goal_set_nc(1)]='1',,,,,,
goal_set_nc_ptfact2,quality_indicators,,text,"If other, please specify",,,,,,,[goal_set_nc_ptfact(8)]='1',,,,,,
goal_set_nc_svfact,quality_indicators,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {goal_set_nc_svfact2}","Select all that apply",,,,,[goal_set_nc(2)]='1',,,,,,
goal_set_nc_svfact2,quality_indicators,,text,"If other, please specify",,,,,,,[goal_set_nc_svfact(8)]='1',,,,,,
access_therapy,quality_indicators,"Access to Aphasia Therapy",radio,"<div class=""rich-text-field-label""><h5><span style=""background-color: #fbeeb8;"">Quality Indicator 9:</span></h5> <p>Did the patient receive aphasia therapy?</p></div>","1, Yes | 2, No | 9, Unknown | 98, Therapy offered and declined | 99, Not applicable - no goals relating to aphasia",,,,,,,,,,,,
access_therapy_history,quality_indicators,,descriptive,"<p><em>Quality Indicator 9 completion status:</em></p> <p><em>Inpatient Acute: <span style=""color: #e03e2d;"">[inpatient_acute_arm_1][access_therapy]</span></em></p> <p><em>Inpatient Rehab/Subacute: <span style=""color: #e03e2d;"">[inpatient_rehabsub_arm_1][access_therapy]</span></em></p>",,,,,,,,,,,,,
access_therapy_date,quality_indicators,,text,"Date therapy commenced",,DD-MM-YYYY,date_dmy,,,,[access_therapy]='1',,,,,," @HIDEBUTTON"
access_therapy_nc,quality_indicators,,checkbox,"Reason not completed?","1, Patient factors | 2, Service factors | 3, Previously completed","Select all that apply",,,,,[access_therapy]='2',,,,,," @NONEOFTHEABOVE='3'"
access_therapy_nc_ptfact,quality_indicators,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {access_therapy_nc_ptfact2}","Select all that apply",,,,,[access_therapy_nc(1)]='1',,,,,,
access_therapy_nc_ptfact2,quality_indicators,,text,"If other, please specify",,,,,,,[access_therapy_nc_ptfact(8)]='1',,,,,,
access_therapy_nc_svfact,quality_indicators,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {access_therapy_nc_svfact2}","Select all that apply",,,,,[access_therapy_nc(2)]='1',,,,,,
access_therapy_nc_svfact2,quality_indicators,,text,"If other, please specify",,,,,,,[access_therapy_nc_svfact(8)]='1',,,,,,
wabr_base_header,baseline_wabr,"Baseline: Western Aphasia Battery-Revised (WAB-R)",descriptive,"<div class=""rich-text-field-label""><p>Please do not leave any data fields blank</p>",,,,,,,,,,,,,
data_entry_id_wabr_base,baseline_wabr,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
wabr_base_comp,baseline_wabr,,radio,"Baseline WAB-R completed in [event-label] setting?","1, Yes | 2, No",,,,,,,,,,,,
wabr_base_history,baseline_wabr,,descriptive,"<p><em>Baseline WAB-R completion status:</em></p> <p><em>Inpatient Acute: <span style=""color: #e03e2d;"">[inpatient_acute_arm_1][wabr_base_comp]</span></em></p> <p><em>Inpatient Rehab/Subacute: <span style=""color: #e03e2d;"">[inpatient_rehabsub_arm_1][wabr_base_comp]</span></em></p>",,,,,,,,,,,,,
wabr_base_file,baseline_wabr,,file,"Upload a copy of the completed baseline WAB-R (optional)",,,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_nc,baseline_wabr,,checkbox,"Why was the baseline WAB-R not completed?","1, Patient factors | 2, Service factors | 3, Previously completed | 4, Other assessment used to assess language function; please specify {wabr_base_otherax}","Select all that apply",,,,,[wabr_base_comp]='2',,,,,," @NONEOFTHEABOVE='3'"
wabr_base_otherax,baseline_wabr,,text,"Please specify",,,,,,,[wabr_base_nc(4)]=1,,,,,,
wabr_base_nc_ptfact,baseline_wabr,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {wabr_base_nc_ptfact2}","Select all that apply",,,,,[wabr_base_nc(1)]='1',,,,,,
wabr_base_nc_ptfact2,baseline_wabr,,text,"If other, please specify",,,,,,,[wabr_base_nc_ptfact(8)]='1',,,,,,
wabr_base_nc_svfact,baseline_wabr,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {wabr_base_nc_svfact2}","Select all that apply",,,,,[wabr_base_nc(2)]='1',,,,,,
wabr_base_nc_svfact2,baseline_wabr,,text,"If other, please specify",,,,,,,[wabr_base_nc_svfact(8)]='1',,,,,,
wabr_base_date,baseline_wabr,,text,"Date baseline WAB-R administered",,DD-MM-YYYY,date_dmy,,,,[wabr_base_comp]='1',,,,,," @HIDEBUTTON"
wabr_base_admin,baseline_wabr,,dropdown,"Administered by","1, Treating clinician | 2, Independent assessor | 3, Research team member",,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_name,baseline_wabr,,text,"Name of Administrator",,,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_mode,baseline_wabr,,radio,"Mode of administration","1, In person | 2, Remote via telehealth | 9, Other {wabr_base_modeoth}",,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_modeoth,baseline_wabr,,text,"Please specify",,,,,,,[wabr_base_mode]='9',,,,,," @PLACEHOLDER=""Please specify"""
wabr_base_info,baseline_wabr,"Spontaneous Speech",text,"Information content score",,0-10,number,0,10,,[wabr_base_comp]='1',,,,,,
wabr_base_fluency,baseline_wabr,,text,"Fluency, Grammatical Competence and Paraphasias score",,0-10,number,0,10,,[wabr_base_comp]='1',,,,,,
wabr_base_sponttotal,baseline_wabr,,calc,"Spontaneous Speech TOTAL","sum([wabr_base_info],[wabr_base_fluency])",,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_spontscore,baseline_wabr,,calc,"Spontaneous Speech SCORE to calculate AQ","sum([wabr_base_info],[wabr_base_fluency])",,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_qs,baseline_wabr,"Auditory Verbal Comprehension",text,"Yes/No Questions",,0-60,number,0,60,,[wabr_base_comp]='1',,,,,,
wabr_base_auditory,baseline_wabr,,text,"Auditory Word Recognition",,0-60,number,0,60,,[wabr_base_comp]='1',,,,,,
wabr_base_seq,baseline_wabr,,text,"Sequential Commands",,0-80,number,0,80,,[wabr_base_comp]='1',,,,,,
wabr_base_avtotal,baseline_wabr,,calc,"Auditory Verbal Comprehension TOTAL","sum([wabr_base_qs],[wabr_base_auditory],[wabr_base_seq])",,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_avscore1,baseline_wabr,,calc,"Auditory Verbal Comprehension SCORE 1 to calculate AQ","round([wabr_base_avtotal]/20,2)",,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_avscore2,baseline_wabr,,calc,"Auditory Verbal Comprehension SCORE 2 to calculate LQ and CQ",[wabr_base_avtotal]/10,,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_repetition,baseline_wabr,Repetition,text,"Repetition total",,0-100,number,0,100,,[wabr_base_comp]='1',,,,,,
wabr_base_reptotal,baseline_wabr,,calc,"Repetition TOTAL",[wabr_base_repetition],,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_repscore,baseline_wabr,,calc,"Repetition SCORE to calculate AQ, LQ and CQ",[wabr_base_repetition]/10,,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_object,baseline_wabr,"Name and Word Finding",text,"Object Naming",,0-60,number,0,60,,[wabr_base_comp]='1',,,,,,
wabr_base_wordfl,baseline_wabr,,text,"Word Fluencey",,0-20,number,0,20,,[wabr_base_comp]='1',,,,,,
wabr_base_sentence,baseline_wabr,,text,"Sentence Completion",,0-10,number,0,10,,[wabr_base_comp]='1',,,,,,
wabr_base_respon,baseline_wabr,,text,"Responsive Speech",,0-10,number,0,10,,[wabr_base_comp]='1',,,,,,
wabr_base_nwtotal,baseline_wabr,,calc,"Naming and Word Finding TOTAL","sum([wabr_base_object],[wabr_base_wordfl],[wabr_base_sentence],[wabr_base_respon])",,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_nwscore,baseline_wabr,,calc,"Naming and Word Finding SCORE to calculate AQ, LQ and CQ",[wabr_base_nwtotal]/10,,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_aq,baseline_wabr,"Aphasia Quotient - AQ",calc,"APHASIA QUOTIENT- AQ","sum([wabr_base_spontscore],[wabr_base_avscore1],[wabr_base_repscore],[wabr_base_nwscore])*2",,,,,,[wabr_base_comp]='1',,,,,,
wabr_base_compreh,baseline_wabr,Reading,text,"Comprehension of Sentences",,0-40,number,0,40,,[wabr_base_comp]='1',,,,,,
